id,x,y,z,mass,record_disp,record_accel,story,on_slab,primary_story,fix
6508,0,2166,0,0,0,0,0,0,0,[000000]
6509,21,2187,0,0,0,0,0,0,0,[000000]
6510,219,2187,0,0,0,0,0,0,0,[000000]
6511,240,2052,0,0,0,0,0,0,0,[000000]
6512,240,2166,0,0,0,0,0,0,0,[000000]
6513,261,2187,0,0,0,0,0,0,0,[000000]
6514,459,2187,0,0,0,0,0,0,0,[000000]
6515,480,2052,0,0,0,0,0,0,0,[000000]
6516,480,2166,0,0,0,0,0,0,0,[000000]
6517,501,2187,0,0,0,0,0,0,0,[000000]
6518,699,2187,0,0,0,0,0,0,0,[000000]
6519,720,2052,0,0,0,0,0,0,0,[000000]
6520,720,2166,0,0,0,0,0,0,0,[000000]
6521,0,2208,0,0,0,0,0,0,0,[000000]
6522,0,2322,0,0,0,0,0,0,0,[000000]
6523,21,2343,0,0,0,0,0,0,0,[000000]
6524,219,2343,0,0,0,0,0,0,0,[000000]
6525,240,2208,0,0,0,0,0,0,0,[000000]
6526,240,2322,0,0,0,0,0,0,0,[000000]
6527,261,2343,0,0,0,0,0,0,0,[000000]
6528,459,2343,0,0,0,0,0,0,0,[000000]
6529,480,2208,0,0,0,0,0,0,0,[000000]
6530,480,2322,0,0,0,0,0,0,0,[000000]
6531,501,2343,0,0,0,0,0,0,0,[000000]
6532,699,2343,0,0,0,0,0,0,0,[000000]
6533,720,2208,0,0,0,0,0,0,0,[000000]
6534,720,2322,0,0,0,0,0,0,0,[000000]
6535,0,2364,0,0,0,0,0,0,0,[000000]
6536,0,2478,0,0,0,0,0,0,0,[000000]
6537,21,2499,0,0,0,0,0,0,0,[000000]
6538,219,2499,0,0,0,0,0,0,0,[000000]
6539,240,2364,0,0,0,0,0,0,0,[000000]
6540,240,2478,0,0,0,0,0,0,0,[000000]
6541,261,2499,0,0,0,0,0,0,0,[000000]
6542,459,2499,0,0,0,0,0,0,0,[000000]
6543,480,2364,0,0,0,0,0,0,0,[000000]
6544,480,2478,0,0,0,0,0,0,0,[000000]
6545,501,2499,0,0,0,0,0,0,0,[000000]
6546,699,2499,0,0,0,0,0,0,0,[000000]
6547,720,2364,0,0,0,0,0,0,0,[000000]
6548,720,2478,0,0,0,0,0,0,0,[000000]
6549,0,2520,0,0,0,0,0,0,0,[000000]
6550,0,2640,0,0,0,0,0,0,0,[000000]
6551,18,2658,0,0,0,0,0,0,0,[000000]
6552,222,2658,0,0,0,0,0,0,0,[000000]
6553,240,2520,0,0,0,0,0,0,0,[000000]
6554,240,2640,0,0,0,0,0,0,0,[000000]
6555,258,2658,0,0,0,0,0,0,0,[000000]
6556,462,2658,0,0,0,0,0,0,0,[000000]
6557,480,2520,0,0,0,0,0,0,0,[000000]
6558,480,2640,0,0,0,0,0,0,0,[000000]
6559,498,2658,0,0,0,0,0,0,0,[000000]
6560,702,2658,0,0,0,0,0,0,0,[000000]
6561,720,2520,0,0,0,0,0,0,0,[000000]
6562,720,2640,0,0,0,0,0,0,0,[000000]
6563,0,2676,0,0,0,0,0,0,0,[000000]
6564,0,2796,0,0,0,0,0,0,0,[000000]
6565,18,2814,0,0,0,0,0,0,0,[000000]
6566,222,2814,0,0,0,0,0,0,0,[000000]
6567,240,2676,0,0,0,0,0,0,0,[000000]
6568,240,2796,0,0,0,0,0,0,0,[000000]
6569,258,2814,0,0,0,0,0,0,0,[000000]
6570,462,2814,0,0,0,0,0,0,0,[000000]
6571,480,2676,0,0,0,0,0,0,0,[000000]
6572,480,2796,0,0,0,0,0,0,0,[000000]
6573,498,2814,0,0,0,0,0,0,0,[000000]
6574,702,2814,0,0,0,0,0,0,0,[000000]
6575,720,2676,0,0,0,0,0,0,0,[000000]
6576,720,2796,0,0,0,0,0,0,0,[000000]
6577,0,2832,0,0,0,0,0,0,0,[000000]
6578,0,2952,0,0,0,0,0,0,0,[000000]
6579,18,2970,0,0,0,0,0,0,0,[000000]
6580,222,2970,0,0,0,0,0,0,0,[000000]
6581,240,2832,0,0,0,0,0,0,0,[000000]
6582,240,2952,0,0,0,0,0,0,0,[000000]
6583,258,2970,0,0,0,0,0,0,0,[000000]
6584,462,2970,0,0,0,0,0,0,0,[000000]
6585,480,2832,0,0,0,0,0,0,0,[000000]
6586,480,2952,0,0,0,0,0,0,0,[000000]
6587,498,2970,0,0,0,0,0,0,0,[000000]
6588,702,2970,0,0,0,0,0,0,0,[000000]
6589,720,2832,0,0,0,0,0,0,0,[000000]
6590,720,2952,0,0,0,0,0,0,0,[000000]
6591,0,2988,0,0,0,0,0,0,0,[000000]
6592,0,3108,0,0,0,0,0,0,0,[000000]
6593,18,3126,0,0,0,0,0,0,0,[000000]
6594,222,3126,0,0,0,0,0,0,0,[000000]
6595,240,2988,0,0,0,0,0,0,0,[000000]
6596,240,3108,0,0,0,0,0,0,0,[000000]
6597,258,3126,0,0,0,0,0,0,0,[000000]
6598,462,3126,0,0,0,0,0,0,0,[000000]
6599,480,2988,0,0,0,0,0,0,0,[000000]
6600,480,3108,0,0,0,0,0,0,0,[000000]
6601,498,3126,0,0,0,0,0,0,0,[000000]
6602,702,3126,0,0,0,0,0,0,0,[000000]
6603,720,2988,0,0,0,0,0,0,0,[000000]
6604,720,3108,0,0,0,0,0,0,0,[000000]
